Real_Duration,Status,sentiment,complexity,Comment_Body,Edge_type,Count_Comments,language[Comment_Body],Planned_Duration,emotionality,Count_Subtasks,keywords[Comment_Body],sentimentWords[Comment_Body],Uuid,Name,SourceUuid,TargetUuid,Starttime,Endtime
,closed,,,,CREATION,0,ro,,,,,,021b8fe6-cb1d-452f-9555-727ab346d1ce,how to clear history,6993730,6993730,2017-04-04T20:36:19.000+02:00,2017-11-13T10:42:45.000+01:00
,closed,,,,CREATION,0,ro,,,,,,31d385ba-f585-40d2-811b-54c757ca9f1b,xed-utils: Add runtime checks for x11 specific functions,2231759,2231759,2017-04-02T12:05:25.000+02:00,2017-04-02T12:31:32.000+02:00
,closed,,,,CREATION,1,ro,,,,,,81f7b03c-fcf6-431c-b1e6-526325036e56,time-plugin: Use GDateTime,2231759,2231759,2017-04-01T21:08:41.000+02:00,2017-04-02T12:32:46.000+02:00
,closed,,,,CREATION,0,ro,,,,,,31040597-a9c9-4cb4-9142-f3b8c1551472,"fix 'format not a string literal, format string not checked' error wi…",1299302,1299302,2017-04-01T17:58:09.000+02:00,2017-04-02T12:32:54.000+02:00
,closed,,,,CREATION,3,ro,,,,,,62d50667-dfe4-42fd-bccf-f88a1d19afa0,Force X11,1299302,1299302,2017-04-01T14:19:58.000+02:00,2017-04-02T12:31:48.000+02:00
,closed,,,,CREATION,1,ro,,,,,,e3bcd215-c052-4f75-b46a-16ec83623897,Open link to the webpage in xed?,23406555,23406555,2017-03-27T09:49:11.000+02:00,2019-11-22T12:47:57.000+01:00
,closed,,,,CREATION,2,ro,,,,,,d4775d80-937c-4aaa-90c0-dc109496b270,Enable line numbering by default for code [Feature Request],3487071,3487071,2017-03-24T00:02:50.000+01:00,2017-05-16T21:41:47.000+02:00
,closed,,,,CREATION,0,ro,,,,,,51f53800-6ac0-4ca6-adbe-922134bc1f0e,Animated panes1,2231759,2231759,2017-03-17T08:23:56.000+01:00,2017-03-17T11:34:24.000+01:00
,closed,,,,CREATION,1,ro,,,,,,06cf7c96-2bf3-4ff5-90d8-181096b48a44,Default ensure-trailing-newline to false,2231759,2231759,2017-03-14T07:02:28.000+01:00,2017-03-24T13:33:34.000+01:00
,closed,,,,CREATION,0,ro,,,,,,8b572c2b-803d-4ffd-98ea-48debe047f03,Focus a tab when attempting to close it with unsaved changes,2231759,2231759,2017-03-14T06:55:31.000+01:00,2017-03-14T12:44:37.000+01:00
,closed,,,,CREATION,1,ro,,,,,,6ef6df3e-b55f-4e9a-9245-46881cfe11a0,[feature request] python plugin support?,1320336,1320336,2017-03-09T04:02:20.000+01:00,2017-03-09T10:05:55.000+01:00
,closed,,,,CREATION,5,ro,,,,,,5bc5b072-b9c9-4eed-9282-f1fdad9aae4d,Scrollbar goes over text in RTL mode,6951677,6951677,2017-03-05T17:52:42.000+01:00,2017-03-05T21:05:54.000+01:00
,closed,,,,CREATION,1,ro,,,,,,79384e63-8b61-4674-842f-e283aa3570c3,Increase number of recent files,2348129,2348129,2017-03-02T22:04:48.000+01:00,2017-03-03T11:01:21.000+01:00
,closed,,,,CREATION,0,ro,,,,,,77a5ee52-40c1-4097-82d4-f59a568410bd,Switch to unsaved tab when closing it,5877361,5877361,2017-02-24T11:30:45.000+01:00,2017-03-14T12:44:37.000+01:00
,closed,,,,CREATION,0,ro,,,,,,92bb984f-7a70-486f-ae48-cfb0b9af0d01,"""Text Size"" plugin xsesion errors",1084367,1084367,2017-02-20T15:31:55.000+01:00,2017-02-20T22:30:47.000+01:00
,closed,,,,CREATION,0,ro,,,,,,dca5231e-3774-4550-bdeb-6f31a04539b9,Allow building with --disable-spell,2231759,2231759,2017-02-20T13:19:26.000+01:00,2017-02-20T22:30:46.000+01:00
,closed,,,,CREATION,0,ro,,,,,,9afe98d9-ecd8-4729-b71b-4ead2af95bfb,Fix calling set_command_line_wait(),2231759,2231759,2017-02-20T12:43:18.000+01:00,2017-02-22T11:29:58.000+01:00
,closed,,,,CREATION,1,ro,,,,,,6847c827-c03c-4a0e-8e1d-cd4719f7ff51,Can't build without spellcheck anymore,781030,781030,2017-02-19T15:06:14.000+01:00,2017-02-20T22:30:46.000+01:00
,closed,,,,CREATION,1,ro,,,,,,4f0d7792-f490-4b8e-a4d9-6f0093f03173,Add option to block xed till opened file is closed,21159972,21159972,2017-02-19T03:53:56.000+01:00,2017-02-22T11:29:58.000+01:00
,closed,,,,CREATION,0,ro,,,,,,bc5d1898-7909-4502-a840-78203ba7eada,Filebrowser 3,2231759,2231759,2017-02-16T06:03:31.000+01:00,2017-02-22T11:40:17.000+01:00
,closed,,,,CREATION,2,ro,,,,,,3afed5b7-c90c-41f8-8a78-6e4339ad2854,(xed:21418): GLib-GIO-ERROR **: Settings schema 'org.x.editor' does not contain a key named 'toolbar-buttons-style',651970,651970,2017-02-15T20:31:12.000+01:00,2017-02-16T17:54:48.000+01:00
,closed,,,,CREATION,3,ro,,,,,,a29fa9e8-f288-4975-8dc6-6fc56cff9bad,"""sudo xed"" did chown root.root on config files - catastrophic results",2395181,2395181,2017-02-14T04:54:56.000+01:00,2017-02-14T05:49:39.000+01:00
,closed,,,,CREATION,0,ro,,,,,,9749729d-5c3b-44d8-bf2c-3142b674685f,Focus view when opening files from the filebrowser or documents panel,2231759,2231759,2017-02-13T10:58:26.000+01:00,2017-02-16T01:05:44.000+01:00
,closed,,,,CREATION,4,ro,,,,,,d8692ec5-6775-4270-80d1-3a1e2c6c5373,How to Set Scroll Bars to Display All the Time in XED..?,25449485,25449485,2017-02-12T23:25:23.000+01:00,2017-11-13T10:43:26.000+01:00
,closed,,,,CREATION,0,ro,,,,,,e460d679-0bd1-4b9a-9aa0-1df2f69c094a,Convert some functionality to builtin plugins,2231759,2231759,2017-02-12T11:00:37.000+01:00,2017-02-13T16:26:36.000+01:00
,closed,,,,CREATION,0,ro,,,,,,1b32503b-e00c-4259-b11d-67fdde2f3f30,docs: Start cleaning up the docs,2231759,2231759,2017-02-12T03:33:09.000+01:00,2017-02-16T01:05:02.000+01:00
,closed,,,,CREATION,0,ro,,,,,,fa0cd343-de5b-4e39-8187-04682f50e10b,prefs-dialog: Fix a crash when removing style schemes,2231759,2231759,2017-02-11T02:15:12.000+01:00,2017-02-16T01:03:26.000+01:00
,closed,,,,CREATION,0,ro,,,,,,618abc81-655a-45b1-bd9c-ec1a6aa0cdab,debian: Add a dependency on xapps-common,2231759,2231759,2017-02-11T01:00:05.000+01:00,2017-02-16T12:59:50.000+01:00
,closed,,,,CREATION,0,ro,,,,,,d1f6778f-7629-4481-8567-5b3a8461ece9,Makefile: Forgot to git add changes,2231759,2231759,2017-02-10T13:09:16.000+01:00,2017-02-10T13:09:45.000+01:00
,closed,,,,CREATION,1,ro,,,,,,8a445803-2fd5-4205-980e-7511dc703fbe,Highlight current row in wrapped line,25500496,25500496,2017-02-08T09:07:42.000+01:00,2017-02-10T23:06:05.000+01:00
,closed,,,,CREATION,3,ro,,,,,,88953581-e361-461c-87b5-3eabb488a24f,"The sidebar an the tab titles contain redundant info, option to disable tab titles",7600641,7600641,2017-02-07T20:48:15.000+01:00,2017-02-10T23:07:40.000+01:00
,closed,,,,CREATION,2,ro,,,,,,e992e663-a8da-489f-9ac3-71eba5443f57,I get the following error message when running Xed from command line,16854898,16854898,2017-02-06T12:55:57.000+01:00,2017-03-05T20:15:14.000+01:00
,closed,,,,CREATION,2,ro,,,,,,661fe6b2-b479-4fe0-9265-65ba212dab00,Searchbar icons are not loaded,7345761,7345761,2017-02-02T11:32:46.000+01:00,2017-02-16T12:59:50.000+01:00
,closed,,,,CREATION,5,ro,,,,,,2c8e2aee-72b0-4288-b38b-c34e54e38769,Added screenshots to the AppData file,756669,756669,2017-01-29T09:00:29.000+01:00,2017-02-07T10:38:05.000+01:00
,closed,,,,CREATION,12,ro,,,,,,26738f1d-5e8e-485f-bc32-3d4dc92bd91d,Tiling windows with certain themes not possible,8415124,8415124,2017-01-17T14:19:10.000+01:00,2018-07-06T20:46:01.000+02:00
,closed,,,,CREATION,2,ro,,,,,,3f4a306a-1b49-477c-a6df-ebb9d6a30b80,Feature Request: File Differences in side by side panes,4631165,4631165,2017-01-07T23:22:36.000+01:00,2017-02-10T23:09:22.000+01:00
,closed,,,,CREATION,4,ro,,,,,,a988991e-ec39-4784-89c1-d75375e68c2d,Add function to set default save location.,3487071,3487071,2017-01-05T20:45:27.000+01:00,2017-01-05T21:56:21.000+01:00
,closed,,,,CREATION,2,ro,,,,,,a325b965-b286-47e1-a24b-70cabb3d3b96,Xed 1.2 icons do not correspond to current theme,7345761,7345761,2016-12-28T12:14:17.000+01:00,2016-12-28T13:58:24.000+01:00
,closed,,,,CREATION,1,ro,,,,,,a3bdbce2-4de4-4f12-901f-ef32c69f958c,1.4 dev,2231759,2231759,2016-12-27T20:56:06.000+01:00,2017-02-10T11:33:39.000+01:00
,closed,,,,CREATION,0,ro,,,,,,acb4ab39-e53d-4f22-a4e8-283e69e77676,[Bug] smooth scrolling has hard skips/jumps,24620467,24620467,2016-12-24T18:09:35.000+01:00,2016-12-25T01:26:51.000+01:00
,closed,,,,CREATION,1,ro,,,,,,92c6e338-9dfd-4fd0-9b74-e880f80d2ab6,Feature Request: Bookmarks option in the File browser pane,5932095,5932095,2016-12-24T13:32:01.000+01:00,2018-02-12T03:40:56.000+01:00
,closed,,,,CREATION,1,ro,,,,,,1289e683-c400-45bd-8cc2-6f630f3c7ba7,Adding Nim language to the list,12682937,12682937,2016-12-23T15:35:46.000+01:00,2017-02-10T13:21:33.000+01:00
,closed,,,,CREATION,1,ro,,,,,,70e3f382-07d7-4a51-a152-3a4c0457857b,Adding number of match amount,12682937,12682937,2016-12-23T14:23:49.000+01:00,2017-02-10T11:33:39.000+01:00
,closed,,,,CREATION,3,ro,,,,,,6a260c02-4e59-4091-94c7-9791d0eea081,White text with Mint-Y-Dark theme for controls,9968138,9968138,2016-12-22T01:18:56.000+01:00,2016-12-22T09:57:26.000+01:00
,closed,,,,CREATION,3,ro,,,,,,5f67debc-5053-4c4f-8f48-2edc5d2f98b5,Black lines at the bottom of a file after refreshing document,8415124,8415124,2016-12-13T11:37:35.000+01:00,2017-07-27T15:27:42.000+02:00
,closed,,,,CREATION,0,ro,,,,,,404a1138-5c18-4ece-81e7-52f75217f8e7,Deprecation 1,2231759,2231759,2016-12-12T12:16:02.000+01:00,2016-12-25T21:44:38.000+01:00
,closed,,,,CREATION,5,ro,,,,,,5aaf1335-156b-4994-8a79-b14ffe966e20,no option to disable smooth scrolling,7165278,7165278,2016-12-04T16:27:03.000+01:00,2017-03-06T21:33:46.000+01:00
,closed,,,,CREATION,2,ro,,,,,,f713fa67-71df-4463-b221-314e6ee524f5,[xed-file-browser-widget.c] GTK_STOCK_HOME is deprecated,11800714,11800714,2016-11-30T16:24:40.000+01:00,2016-11-30T19:56:35.000+01:00
,closed,,,,CREATION,0,ro,,,,,,81cddb65-8d2c-48d5-b230-055cb77c4730,searchbar: Make some improvements,2231759,2231759,2016-11-28T23:26:57.000+01:00,2016-12-02T20:43:12.000+01:00
,closed,,,,CREATION,6,ro,,,,,,1594b6ac-b0e0-4389-974d-2861faa9274a,"When find search term is cleared, highlighting persists.",3487071,3487071,2016-11-28T20:46:51.000+01:00,2016-11-28T21:02:05.000+01:00
,closed,,,,CREATION,9,ro,,,,,,b39c692f-1e8b-44f7-a8be-ce3f95dc7e2b,Open recent documents,10341750,10341750,2016-11-18T08:32:06.000+01:00,2016-11-18T20:35:27.000+01:00
,closed,,,,CREATION,2,ro,,,,,,1e35d9eb-45b2-43f0-b4eb-49329c73fc71,Can't close search bar,4353314,4353314,2016-11-17T10:55:48.000+01:00,2016-12-02T20:43:12.000+01:00
,closed,,,,CREATION,4,ro,,,,,,201b9359-0392-404e-8529-61ad2b079b2a,New search function searches jumps,8415124,8415124,2016-11-17T00:46:30.000+01:00,2016-12-11T18:22:46.000+01:00
,closed,,,,CREATION,1,ro,,,,,,2536b8eb-dbb9-451a-bafd-5690a08aafbe,File->Open: Allow editing path in file path bar,14327201,14327201,2016-11-16T10:39:08.000+01:00,2016-11-16T20:20:01.000+01:00
,closed,,,,CREATION,2,ro,,,,,,c3ae0162-1b5f-41a3-8886-31e60f303c1f,Add regular expression search to Xed,3487071,3487071,2016-11-15T23:12:01.000+01:00,2017-02-10T11:33:39.000+01:00
,closed,,,,CREATION,1,ro,,,,,,4de614e0-bc27-42a6-b489-ba67af35e6d0,"Cannot Change Accels to ""<Primary>Page_Up"" or ""<Primary>Page_Down""",1466111,1466111,2016-11-01T15:36:24.000+01:00,2019-08-10T14:54:39.000+02:00
,closed,,,,CREATION,1,ro,,,,,,1a7377ec-c39a-45bd-8dc8-00010080c76c,New style tabs for Xed Preferences window.,12819058,12819058,2016-10-28T19:19:42.000+02:00,2017-12-13T04:03:46.000+01:00
,closed,,,,CREATION,1,ro,,,,,,ef4f4b03-c054-4169-900c-e2f0e8c051cf,Shortcut for Text Wrapping,23085967,23085967,2016-10-26T22:48:21.000+02:00,2016-10-28T04:51:00.000+02:00
,closed,,,,CREATION,0,ro,,,,,,9796c848-caad-40c2-836b-0f4962e1073e,accessibility request: Zooming fonts with ctrl+,429925,429925,2016-10-22T08:25:19.000+02:00,2017-02-13T16:26:36.000+01:00
,closed,,,,CREATION,0,ro,,,,,,b056da6c-cfe3-466e-9fb7-cba9672726e2,Documents panel,2231759,2231759,2016-10-06T22:27:17.000+02:00,2016-10-07T12:22:40.000+02:00
,closed,,,,CREATION,0,ro,,,,,,bd87afef-5035-492f-9edf-1efff64123e8,xed-close-button: Convert to using a symbolic icon,2231759,2231759,2016-10-06T20:41:31.000+02:00,2016-10-07T12:22:32.000+02:00
,closed,,,,CREATION,0,ro,,,,,,f786f695-211e-4126-8d6f-d766c75de6d8,ui: Don't hide the main notebook tabs in fullscreen,2231759,2231759,2016-10-06T20:22:27.000+02:00,2016-10-07T12:22:22.000+02:00
,closed,,,,CREATION,0,ro,,,,,,6b1dcbc8-0e71-40c2-b331-c6797c0521a7,toolbar: Revamp the main toolbar style,2231759,2231759,2016-10-04T20:36:51.000+02:00,2016-10-07T12:22:16.000+02:00
,closed,,,,CREATION,2,ro,,,,,,25b41e9a-efd0-4117-88e0-5c76253aefd8,Add code comment plugin,18683315,18683315,2016-10-03T10:03:21.000+02:00,2016-10-08T10:02:32.000+02:00
,closed,,,,CREATION,26,ro,,,,,,9692edd7-8f88-438f-a0d9-ef8cb5127701,Underscores disappear when cursor travels past line containing them,3743601,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00
,closed,,,,CREATION,1,ro,,,,,,72e20db0-7348-49e3-b8ab-6d607acf791d,xed-searchbar.h: Add a missing include,2231759,2231759,2016-09-18T06:38:46.000+02:00,2016-09-18T15:58:04.000+02:00
,closed,,,,CREATION,2,ro,,,,,,ad2068d8-cde6-416b-955a-78ca99b782b4,Quick acess to text wrap controls,4997950,4997950,2016-09-17T01:57:02.000+02:00,2017-02-10T11:33:38.000+01:00
,closed,,,,CREATION,10,ro,,,,,,49356400-a016-4f06-a0e9-d70dd5104dce,File>Open: Cannot paste full path to file,7296506,7296506,2016-09-07T12:12:38.000+02:00,2016-09-07T21:16:24.000+02:00
,closed,,,,CREATION,6,ro,,,,,,e403d4d5-1ade-4fcf-9c2e-de9fa7c1b8bd,Allow mousewheel to scroll through open document tabs,3487071,3487071,2016-08-16T21:23:10.000+02:00,2017-02-10T11:33:38.000+01:00
,closed,,,,CREATION,4,ro,,,,,,967e1341-0c02-4923-8925-13ca3052238b,Xed randomely crashes while typing Malayalam Language,246421,246421,2016-08-02T07:11:13.000+02:00,2018-02-12T03:44:03.000+01:00
,closed,,,,CREATION,1,ro,,,,,,ca866813-ce7b-4231-bd29-7e15549aa815,Files can be categorised as sub-item under folder name in Side-pane.,7684338,7684338,2016-07-30T02:44:00.000+02:00,2018-01-28T10:18:13.000+01:00
,closed,,,,CREATION,10,ro,,,,,,8a413be5-4d39-4a1b-9e7a-845f13d5a409,Cannot load large files,3799212,3799212,2016-07-25T15:29:52.000+02:00,2017-02-10T11:40:52.000+01:00
,closed,,,,CREATION,3,ro,,,,,,238c07bd-3683-4d17-9dbe-82e7bdead323,Bottom panel,11165995,11165995,2016-07-25T03:11:31.000+02:00,2016-12-30T12:22:45.000+01:00
,closed,,,,CREATION,0,ro,,,,,,08fd4b69-bfce-49b8-802c-7a5701d703a1,Versioning in NEWS question.,11165995,11165995,2016-07-25T03:00:41.000+02:00,2016-08-17T13:03:52.000+02:00
,closed,,,,CREATION,0,ro,,,,,,dcf8423f-194b-4795-a6d9-3cc294a56162,configure: Don't require passing --with-gtk=3.0 to build,2231759,2231759,2016-07-20T10:00:20.000+02:00,2016-07-22T10:37:52.000+02:00
,closed,,,,CREATION,1,ro,,,,,,e120bce9-d5cf-4022-ba65-320a7d10003e,Segfault when removing color scheme,1450212,1450212,2016-07-15T05:36:25.000+02:00,2017-02-16T01:03:26.000+01:00
,closed,,,,CREATION,17,ro,,,,,,affbc41a-6cb2-43f6-b379-a9f9559e91fa,Xed does not remember window size or position,3487071,3487071,2016-07-14T23:43:25.000+02:00,2017-02-10T11:33:38.000+01:00
,closed,,,,CREATION,1,ro,,,,,,49564242-08bd-432b-86a6-1d501b251588,"./autogen.sh finishes successfully, but running make yields this error dialogue:",15708310,15708310,2016-07-14T08:40:01.000+02:00,2016-07-22T10:37:52.000+02:00
,closed,,,,CREATION,3,ro,,,,,,e05f0cbe-1f95-475d-aea2-0f634a9b4ba9,xed's tabs look strange when using the clearlooks-phoenix theme,12342773,12342773,2016-07-11T07:03:50.000+02:00,2016-09-19T07:50:08.000+02:00
,closed,,,,CREATION,2,ro,,,,,,ff5f6d1a-aecb-4d2b-a8e3-438ed08531f1,Add Notepad as Keyword,4663298,4663298,2016-07-08T17:19:41.000+02:00,2016-08-17T13:05:18.000+02:00
,closed,,,,CREATION,0,ro,,,,,,8c71d7b0-09c7-4daa-8cf0-e16776c95dea,xed-notebook.c: check vertical mouse position when determining,262776,262776,2016-06-23T00:13:10.000+02:00,2016-06-23T02:17:47.000+02:00
,closed,,,,CREATION,1,ro,,,,,,c887a654-01db-4d66-bbd3-726444b709d1,"See dialogue with concerned user, appears to be that scripts that assume gedit installed will fail",6322481,6322481,2016-06-10T23:08:24.000+02:00,2016-06-25T12:26:38.000+02:00
,closed,,,,CREATION,3,ro,,,,,,aa97823d-b01d-4372-8a83-562e4961074d,support for Python3. configure syntax,14379798,14379798,2016-06-09T22:27:34.000+02:00,2017-02-10T11:43:54.000+01:00
,closed,,,,CREATION,3,ro,,,,,,e11d3676-048f-45db-bafa-819dc9e1901e,Initiative from gedit developers to make the code more re-usable,309393,309393,2016-05-24T11:11:41.000+02:00,2016-06-25T12:27:09.000+02:00
,closed,,,,CREATION,5,ro,,,,,,c81a179c-dd9e-4bd2-814e-d409888cea48,Gedit Plugins For XED,1591877,1591877,2016-05-19T05:31:10.000+02:00,2017-02-10T11:33:38.000+01:00
,closed,,,,CREATION,3,ro,,,,,,8d49bfa7-3d57-4ad1-a6a2-50f9334d1fe7,"""make"" does not work on LMDE Betsy",11165995,11165995,2016-05-09T21:20:18.000+02:00,2016-05-11T16:02:51.000+02:00
,closed,,,,CREATION,0,ro,,,,,,39a531f4-d918-4849-9b0a-10625bc17ffd,notebooks: Remove the extra frame from the main and documents panel s…,2231759,2231759,2016-02-23T12:49:17.000+01:00,2016-03-03T16:21:30.000+01:00
,closed,,,,CREATION,4,ro,,,,,,3e355e24-af3f-4033-bee3-dea4d2a548e7,xed-close-confirmation-dialog: fix scrolledwindow minimum height,11601860,11601860,2016-02-21T01:09:31.000+01:00,2016-03-03T16:21:03.000+01:00
,closed,,,,CREATION,0,ro,,,,,,9bf9a8c2-a47f-48c9-abf7-89ce2e4f25c0,gtk: We're targeting gtk3.10 so clean up all the gtk version checks a…,2231759,2231759,2016-02-14T23:51:41.000+01:00,2016-02-15T10:58:06.000+01:00
,closed,,,,CREATION,0,ro,,,,,,c292ca05-73a1-4d51-b6f5-1a5e1e5668e9,gtk: Clean up some more gtk stuff,2231759,2231759,2016-02-14T21:32:24.000+01:00,2016-02-14T23:24:25.000+01:00
,closed,,,,CREATION,0,ro,,,,,,c385d610-be40-418d-99eb-04cf9699cc1c,Fix build with gnome-common 3.18,386788,386788,2016-02-10T13:42:12.000+01:00,2016-02-10T16:49:55.000+01:00
,closed,,,,CREATION,1,ro,,,,,,81e5037f-f0ab-4226-b2f9-496f75a1217f,Fix build with gnome-common,11601860,11601860,2016-02-09T04:02:19.000+01:00,2016-02-10T16:50:39.000+01:00
,closed,,,,CREATION,2,ro,,,,,,8b4e0e99-5f77-4158-bcc0-5f426fd6f70c,configure still has MATE references,651970,651970,2016-02-07T18:28:49.000+01:00,2016-06-08T10:30:26.000+02:00
,closed,,,,CREATION,2,ro,,,,,,bc6c53cc-d4e4-4799-a28d-56825ff4d679,Many Gtk-2.0 dependencies when building.,651970,651970,2016-02-07T18:27:20.000+01:00,2016-06-08T10:30:37.000+02:00
,closed,,,,CREATION,2,ro,,,,,,0fc34c51-0d65-4114-b1ba-b3d407d0230c,"Name ""xedit"" is still dominant in the translation strings (should be: ""xed"").",5963756,5963756,2016-02-07T12:25:08.000+01:00,2016-06-08T10:32:33.000+02:00
,closed,,,,CREATION,0,ro,,,,,,9248c0f4-7149-4b60-9aed-956f2731479c,Fix incorrect git URL in HACKING,651970,651970,2016-02-03T21:16:16.000+01:00,2016-02-04T10:08:20.000+01:00
,closed,,,,CREATION,1,ro,,,,,,81fc4507-b801-4bb3-a3d4-c5f8d9cc69c9,"""You need to install mate-common""",651970,651970,2016-02-03T21:12:54.000+01:00,2016-02-04T10:25:01.000+01:00
,closed,,,,CREATION,12,ro,,,,,,97d7edcd-ba7c-444a-b439-f24e3779fe6f,Name clash,756669,756669,2016-01-31T09:48:06.000+01:00,2016-02-04T10:26:05.000+01:00
,closed,,,,CREATION,0,ro,,,,,,50d7c05e-7b84-4d54-8875-fbf1f2dc6eff,Clean up GTK support,2231759,2231759,2016-01-27T14:15:40.000+01:00,2016-01-27T15:14:29.000+01:00
,open,0.684613806316843,6.139406770735736,"A possibly little-known feature is that you can open files using the `admin://` URI protocol, and gvfs will open the file using a polkit prompt requesting root permissions. This is a bit like using sudoedit.  You can also do this by e.g. browsing to `admin:///etc/` in nemo, then double-click a text file to edit it.  ...  It seems like it might be useful to expose this feature a bit more visibly.",COMMENT,1,en,,0.25728113045252504,,"{polkit=1, sudoedit=1, nemo=1, gvfs=1, bit=2, uri=1, protocol=1, file=2, feature=2, permissions=1, root=1, files=1, text=1, e.g=1}","{polkit=0.9979847618108252, sudoedit=0.5, nemo=0.8709529801605369, gvfs=0.9979847618108252, bit=0.5213103559422113, uri=0.9979847618108252, protocol=0.9979847618108252, file=0.8709529801605369, feature=0.5213103559422113, permissions=0.9979847618108252, root=0.9979847618108252, files=0.9979847618108252, text=0.8709529801605369, e.g=0.5328209336706416}",7b43939e-3a8b-47a0-a494-aa5cd9ae1efd,[feature request] Request root permissions if necessary,6551424,12870528,2019-11-09T13:49:19.000+01:00,2019-12-08T17:06:42.000+01:00
,open,0.39324767031043484,6.985354948708739,I can't reproduce this. Ctrl+= increases the text size like I'd expect.,COMMENT,1,en,,0.12470999688507577,,"{size=1, text=1}","{size=0.47963700664441783, text=0.47963700664441783}",f0d2cf94-553d-46d7-b32d-64a57d3544c6,hotkeys for changing text size not working,4095021,858678,2019-11-01T05:54:42.000+01:00,2019-12-08T17:06:42.000+01:00
,open,0.028439936167517006,9.455967120264972,Core dump attached. [_usr_bin_xed.1000.crash.txt](https://github.com/linuxmint/xed/files/3753374/_usr_bin_xed.1000.crash.txt),COMMENT,1,en,,0.370341476107731,,"{core=1, dump=1}","{core=0.04611436759408427, dump=0.04611436759408427}",119ceb71-1b13-429c-a39b-c00e5a49ab73,Xed Crashes with GDK-Error,8835007,8835007,2019-10-22T00:00:35.000+02:00,2019-12-08T17:06:42.000+01:00
,open,0.6932507328061528,6.141809561697598,"The comment block feature only works if a programming language was set or detected for the currently open file, and that programming language supports comment blocks. If the highlight mode in Xed's status bar shows &quot;Plain Text&quot;, the comment block feature won't work. Click on that to set the programming language, if it wasn't detected for your file.  If it still doesn't work for you, please share which programming language you're using and if possible share a code snippet or (made up, just to demonstrate the issue) example file with which you have the issue.",COMMENT,1,en,,0.23538389182386218,,"{snippet=1, text&quot=1, works=1, code=1, issue=2, blocks=1, language=4, click=1, example=1, mode=1, highlight=1, bar=1, file=3, shows=1, feature=1, xed=1, comment=3, block=2, share=2, programming=2, status=1}","{snippet=0.8723994275583432, text&quot=0.30482905782583763, works=0.9640987400500974, code=0.8723994275583432, issue=0.8723994275583432, blocks=0.9640987400500974, language=0.6316757057903332, click=0.6316757057903332, example=0.8723994275583432, mode=0.30482905782583763, highlight=0.30482905782583763, bar=0.30482905782583763, shows=0.30482905782583763, file=0.9640987400500974, feature=0.30482905782583763, xed=0.30482905782583763, share=0.8723994275583432, comment=0.9640987400500974, block=0.9640987400500974, programming=0.6316757057903332, status=0.30482905782583763}",8a37f099-eb71-4d85-a0eb-d1c4544844b1,Comment Block,21159972,18631108,2019-08-15T18:54:55.000+02:00,2019-12-08T17:06:42.000+01:00
,open,0.32201023799534767,6.108646051847518,"Can't reproduce in Xed 2.2.3 on Linux Mint 19.2 Cinnamon.  Edge tiling and then expanding and shrinking leaves keeps the same line of the open file on the first row and the cursor (which I placed some lines down in the middle), while it may go out of view when the window is shrunk, stays on the same character.",COMMENT,1,en,,0.23627161325980167,,"{cursor=1, cinnamon=1, middle=1, line=1, tiling=1, mint=1, edge=1, view=1, character=1, file=1, leaves=1, xed=1, linux=1, row=1, window=1, lines=1, can't=1}","{cursor=7.490747639655592E-4, cinnamon=0.6432714012267298, middle=7.490747639655592E-4, tiling=7.490747639655592E-4, same line=7.490747639655592E-4, mint=0.6432714012267298, view=7.490747639655592E-4, character=7.490747639655592E-4, edge=7.490747639655592E-4, file=7.490747639655592E-4, leaves=7.490747639655592E-4, xed=0.6432714012267298, linux=0.6432714012267298, window=7.490747639655592E-4, row=7.490747639655592E-4, lines=7.490747639655592E-4, can't=0.6432714012267298}",6ff3f6f9-92d2-49b4-8ff0-1e350da69bd0,Bug (I don't know whose): weird xed window-cursor interaction,21159972,5296986,2019-06-12T02:31:11.000+02:00,2019-12-08T17:06:42.000+01:00
